Time (s),X (g),Y (g),Z (g)
0.000000000,-0.001828402,0.0003842413,0.006504655
1.001132488,0.004230006,0.004412387,-0.005858958
1.999794006,-0.002058669,0.003198896,-0.006804764
3.000927448,-0.01462236,0.008859282,0.03253311
3.999588966,0.01539657,-0.00663865,-0.006332099
5.000722408,0.01982412,-0.007803624,0.003973961
5.999383450,0.02230848,-0.02095085,-0.01207995
7.000517368,0.01062416,-0.003790081,-0.001009226
7.999179363,0.01174003,0.002320318,0.00183177
9.000313282,0.005717512,-0.000992069,0.001732528
9.998976231,0.00521442,0.002927808,-0.002519369
11.000109673,-0.00673952,0.002173836,0.01699764
11.998772621,0.04481705,-0.01171045,0.002511859
12.999907017,0.02001436,0.004325764,-0.007386744
13.998569489,0.01652034,-0.001159696,0.0008598566
14.999704361,0.009874352,-0.00692738,0.001622796
16.000839710,0.006129228,-0.002383819,0.002157509
16.999502659,0.02097171,0.02901732,0.01701266
18.000637531,0.01353904,-0.03761264,0.01831925
18.999300480,0.02297688,0.001696064,0.002320647
20.000435829,0.01932545,-0.003146913,-0.005762458
20.999099255,0.01585434,-0.004565658,-0.003080845
22.000235081,0.002263108,-0.004488301,0.004550099
22.998898029,-0.002335582,-0.001809748,-0.001141429
24.000034332,-0.02566553,0.01740756,-0.02723086
24.998698235,0.03205546,-0.02017356,-0.003278196
25.999833107,0.02230566,-0.0180373,-0.01343542
26.998497009,0.01458829,-0.005237419,0.005155206
27.999633789,0.009538349,0.003398571,-0.009587884
29.000769615,0.002289928,-0.001322716,0.0003179908
29.999433517,0.004025756,-0.0002590157,0.0002973676
31.000569344,-0.0005796887,-0.06945366,3.808737E-05
31.999234200,0.02645567,-0.009516028,-0.01168406
33.000370026,0.01919108,-0.00757633,-0.0005208254
33.999034882,0.01900264,-0.007334553,-0.0002436638
35.000171185,0.004829711,-0.004258144,0.003133357
35.998835087,-0.0003042268,0.001762208,-0.01204896
36.999971867,0.006658948,0.04136509,-0.02080774
37.998636246,0.02261282,-0.02603436,-0.003413916
38.999773026,0.02638971,-0.05769257,-0.001835465
39.998437405,0.01451886,-0.00136383,-2.813339E-05
40.999574184,0.006653747,0.0003328566,-0.001532733
42.000710487,0.004706185,0.002473282,0.0003622174
42.999375343,0.007480443,0.0008599348,-0.001147687
44.000512600,-0.01867018,-0.04542606,-0.009478927
44.999176979,0.01644808,-0.01209151,-0.00552243
46.000313759,0.01943073,0.0008100746,0.002484381
46.998978138,0.01138968,-0.003105794,0.0008127689
48.000115395,0.005116574,0.0007039867,-0.002991915
48.998780251,0.008822306,-0.004290074,0.0001890063
49.999916553,0.008269664,0.01396423,-0.01505405
